"site","COVERTYPE","LRU2","drain","chem","text","form","ntrees","prop","Pinus","Tsuga","Fagus","Acer","Tilia","Carya","Quercus","Ulmus","Fraxinus","Larix","Thuja","Picea","Abies","PopLirio","Betula","Aesculus","Alnus","Castanea","Celtis","Cercis","Cornus","Crataegus","Cupressaceae","Juglans","Morus","NyssaLiquidambar","OstryaCarpinus","Platanus","Prunus","RobiniaGleditsia","Salix","Sassafras","rarea"
"96B moist typic alluvial floodplain","BLACK ASH SWAMP","96B","moist","typic","alluvial","floodplain",2,0.7,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"96B dry typic sandy slopes","SHRUB SWAMP/EMERGENT MARSH","96B","dry","typic","sandy","slopes",2,0.7,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"96B wet typic loamy plains","WHITE PINE-RED PINE FOREST","96B","wet","typic","loamy","plains",6,2.7,33.3,16.7,16.7,16.7,0,0,0,0,0,0,0,0,0,0,16.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9
"96B dry typic sandy slopes","MIXED CONIFER SWAMP","96B","dry","typic","sandy","slopes",2,0.7,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9
"96B dry typic sandy slopes","ASPEN-BIRCH FOREST","96B","dry","typic","sandy","slopes",2,0.7,50,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9
"96B moist dysic mucky slopes","WHITE PINE-MIXED HARDWOOD FOREST","96B","moist","dysic","mucky","slopes",2,66.7,50,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
"96A moist typic clayey slopes","BEECH-SUGAR MAPLE-HEMLOCK FOREST","96A","moist","typic","clayey","slopes",12,80,0,16.7,41.7,16.7,0,0,0,8.3,0,0,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3,0,0,0,0,0,100
"96A dry typic loamy slopes","SAND DUNE","96A","dry","typic","loamy","slopes",2,0.5,0,0,0,0,0,0,0,0,0,0,50,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6
"96A wet typic clayey slopes","SAND DUNE","96A","wet","typic","clayey","slopes",6,66.7,0,0,0,16.7,0,0,0,0,0,0,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.7,0,0,0,0,0,70
"96A dry typic loamy plains","CEDAR SWAMP","96A","dry","typic","loamy","plains",42,3.4,2.4,23.8,19,11.9,0,0,2.4,0,0,0,33.3,0,2.4,0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6
"96A wet typic clayey slopes","BEECH-SUGAR MAPLE-HEMLOCK FOREST","96A","wet","typic","clayey","slopes",2,22.2,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
"96A moist typic loamy plains","CEDAR SWAMP","96A","moist","typic","loamy","plains",26,17.7,0,15.4,15.4,7.7,0,0,0,3.8,7.7,0,42.3,0,0,0,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.1
"96A moist typic loamy slopes","BEECH-SUGAR MAPLE-HEMLOCK FOREST","96A","moist","typic","loamy","slopes",6,100,0,33.3,16.7,16.7,0,0,0,0,0,0,0,0,0,0,16.7,0,0,0,0,0,0,0,0,0,0,0,16.7,0,0,0,0,0,100
"96A wet euic mucky plains","LAKE/RIVER","96A","wet","euic","mucky","plains",4,1.1,0,50,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3
"96A dry typic alluvial floodplain","MIXED HARDWOOD SWAMP","96A","dry","typic","alluvial","floodplain",2,6.7,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"96A wet typic clayey plains","SAND DUNE","96A","wet","typic","clayey","plains",2,1.7,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5
"96A moist euic mucky plains","CEDAR SWAMP","96A","moist","euic","mucky","plains",19,26.4,0,31.6,5.3,5.3,0,0,0,0,0,5.3,42.1,0,0,0,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
"96A moist typic clayey slopes","SAND DUNE","96A","moist","typic","clayey","slopes",3,20,0,0,0,0,0,0,0,0,0,0,66.7,0,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"96A dry typic loamy plains","LAKE/RIVER","96A","dry","typic","loamy","plains",8,0.7,12.5,25,37.5,0,0,0,0,0,0,0,12.5,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8
"96A wet typic clayey plains","MIXED CONIFER SWAMP","96A","wet","typic","clayey","plains",8,6.7,0,50,25,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1
"96A dry rich sandy plains","HEMLOCK-WHITE PINE FOREST","96A","dry","rich","sandy","plains",15,3.4,6.7,26.7,26.7,0,0,0,0,0,0,0,33.3,0,0,0,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9
"96A dry spodic sandy slopes","HEMLOCK-WHITE PINE FOREST","96A","dry","spodic","sandy","slopes",2,0.5,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"96A dry typic loamy plains","WHITE PINE-RED PINE FOREST","96A","dry","typic","loamy","plains",8,0.7,75,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8
"96A dry typic sandy plains","HEMLOCK-WHITE PINE FOREST","96A","dry","typic","sandy","plains",14,2.9,14.3,35.7,14.3,14.3,0,0,0,0,0,14.3,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3
"96A dry super spodic sandy plains","HEMLOCK-WHITE PINE FOREST","96A","dry","super spodic","sandy","plains",10,0.7,10,30,30,0,0,0,0,0,10,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3
"96A moist typic alluvial floodplain","CEDAR SWAMP","96A","moist","typic","alluvial","floodplain",6,18.8,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3
"96A dry typic loamy plains","HEMLOCK-WHITE PINE FOREST","96A","dry","typic","loamy","plains",6,0.5,16.7,83.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8
"96A wet typic clayey plains","CEDAR SWAMP","96A","wet","typic","clayey","plains",8,6.7,0,12.5,0,0,0,0,0,0,12.5,12.5,62.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1
"96A wet typic alluvial floodplain","CEDAR SWAMP","96A","wet","typic","alluvial","floodplain",12,42.9,0,25,25,8.3,0,0,0,0,8.3,0,25,0,0,0,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.3
"96A wet typic loamy plains","CEDAR SWAMP","96A","wet","typic","loamy","plains",33,25.4,3,9.1,9.1,9.1,3,0,0,0,3,0,60.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,31.4
"96A wet typic clayey plains","SHRUB SWAMP/EMERGENT MARSH","96A","wet","typic","clayey","plains",2,1.7,0,0,0,0,0,0,0,0,0,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"96A dry typic mucky plains","BEECH-SUGAR MAPLE-HEMLOCK FOREST","96A","dry","typic","mucky","plains",2,22.2,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.9
"96A wet typic alluvial floodplain","LAKE/RIVER","96A","wet","typic","alluvial","floodplain",4,14.3,0,50,25,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.6
"96A moist typic clayey plains","CEDAR SWAMP","96A","moist","typic","clayey","plains",4,6.2,0,0,25,25,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9
"94AA dry spodic sandy slopes","JACK PINE-RED PINE FOREST","94AA","dry","spodic","sandy","slopes",5,0.3,20,0,0,0,0,0,40,0,0,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
"94AA dry typic sandy slopes","JACK PINE-RED PINE FOREST","94AA","dry","typic","sandy","slopes",6,1.5,50,0,0,0,0,0,16.7,0,0,0,0,0,0,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6
"94AA wet typic loamy slopes","HEMLOCK-WHITE PINE FOREST","94AA","wet","typic","loamy","slopes",1,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"96B wet typic loamy plains","JACK PINE-RED PINE FOREST","96B","wet","typic","loamy","plains",8,3.5,75,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6
"96B dry typic mucky plains","WHITE PINE-WHITE OAK FOREST","96B","dry","typic","mucky","plains",4,15.4,0,0,50,25,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"96B moist typic loamy plains","JACK PINE-RED PINE FOREST","96B","moist","typic","loamy","plains",10,1.9,60,10,0,0,0,0,0,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"96B moist typic loamy plains","PINE BARRENS","96B","moist","typic","loamy","plains",2,0.4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"94AA wet typic alluvial floodplain","WHITE PINE-MIXED HARDWOOD FOREST","94AA","wet","typic","alluvial","floodplain",2,1.7,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8
"94AA dry typic loamy plains","JACK PINE-RED PINE FOREST","94AA","dry","typic","loamy","plains",2,0.1,0,0,50,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"94AA wet typic loamy plains","WHITE PINE-MIXED HARDWOOD FOREST","94AA","wet","typic","loamy","plains",5,2.4,0,20,40,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1
"96B moist dysic mucky slopes","WHITE PINE-WHITE OAK FOREST","96B","moist","dysic","mucky","slopes",1,33.3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
"96B wet typic loamy plains","LAKE/RIVER","96B","wet","typic","loamy","plains",1,0.4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9
"96B wet typic loamy plains","PINE BARRENS","96B","wet","typic","loamy","plains",5,2.2,40,0,0,40,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9
"96B dry spodic sandy slopes","JACK PINE-RED PINE FOREST","96B","dry","spodic","sandy","slopes",3,1.8,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6
"96B dry typic sandy plains","MIXED PINE-OAK FOREST","96B","dry","typic","sandy","plains",54,1.1,74.1,0,0,0,0,0,24.1,0,0,0,0,0,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8
"96B dry typic loamy plains","MIXED HARDWOOD SWAMP","96B","dry","typic","loamy","plains",2,0.2,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
"94AA moist typic loamy plains","MIXED PINE-OAK FOREST","94AA","moist","typic","loamy","plains",2,0.3,0,50,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"94AA dry typic sandy slopes","MIXED PINE-OAK FOREST","94AA","dry","typic","sandy","slopes",19,4.9,52.6,0,0,5.3,0,0,21.1,0,0,0,0,0,0,21.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1
"94AA dry spodic sandy plains","MIXED PINE-OAK FOREST","94AA","dry","spodic","sandy","plains",82,1.3,62.2,1.2,6.1,3.7,0,0,19.5,0,0,0,0,0,0,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4
"96B moist dysic mucky plains","JACK PINE-RED PINE FOREST","96B","moist","dysic","mucky","plains",2,5.6,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"94AA dry spodic sandy slopes","MIXED PINE-OAK FOREST","94AA","dry","spodic","sandy","slopes",45,2.8,51.1,2.2,11.1,4.4,0,0,26.7,0,0,0,0,0,0,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5
"96B dry spodic sandy slopes","MIXED PINE-OAK FOREST","96B","dry","spodic","sandy","slopes",7,4.2,85.7,0,0,0,0,0,14.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8
"96B dry rich sandy plains","MIXED PINE-OAK FOREST","96B","dry","rich","sandy","plains",2,0.2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"94AA dry spodic sandy plains","WHITE PINE-WHITE OAK FOREST","94AA","dry","spodic","sandy","plains",4,0.1,75,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2
"94AA dry typic sandy slopes","WHITE PINE-WHITE OAK FOREST","94AA","dry","typic","sandy","slopes",6,1.5,16.7,0,16.7,50,0,0,16.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9
"96B dry typic sandy plains","LAKE/RIVER","96B","dry","typic","sandy","plains",1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"94AA dry spodic sandy slopes","WHITE PINE-WHITE OAK FOREST","94AA","dry","spodic","sandy","slopes",2,0.1,50,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2
"96B dry typic loamy plains","JACK PINE-RED PINE FOREST","96B","dry","typic","loamy","plains",4,0.5,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8
"96B dry rich sandy slopes","WHITE PINE-RED PINE FOREST","96B","dry","rich","sandy","slopes",2,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.1
"96B dry typic loamy slopes","MUSKEG/BOG","96B","dry","typic","loamy","slopes",2,3.1,50,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"96B dry typic loamy slopes","WHITE PINE-RED PINE FOREST","96B","dry","typic","loamy","slopes",4,6.2,50,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.8
"94AA dry super spodic sandy plains","ASPEN-BIRCH FOREST","94AA","dry","super spodic","sandy","plains",56,1.6,5.4,3.6,23.2,5.4,0,0,0,0,0,0,0,0,0,25,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,33.9,0,0,0,1.4
"94AA dry super spodic sandy plains","LAKE/RIVER","94AA","dry","super spodic","sandy","plains",2,0.1,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
"94AA dry typic loamy slopes","LAKE/RIVER","94AA","dry","typic","loamy","slopes",2,0.4,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3
"94AA dry typic mucky slopes","BEECH-SUGAR MAPLE-HEMLOCK FOREST","94AA","dry","typic","mucky","slopes",7,100,0,28.6,0,57.1,0,0,0,0,0,0,0,14.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
"96A moist euic mucky slopes","BEECH-SUGAR MAPLE-HEMLOCK FOREST","96A","moist","euic","mucky","slopes",2,100,0,0,0,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
"96A moist dysic mucky plains","SHRUB SWAMP/EMERGENT MARSH","96A","moist","dysic","mucky","plains",2,7.7,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,
"94AA wet typic alluvial floodplain","MIXED HARDWOOD SWAMP","94AA","wet","typic","alluvial","floodplain",2,1.7,0,0,0,0,0,0,0,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4
"94AA wet dysic mucky plains","SHRUB SWAMP/EMERGENT MARSH","94AA","wet","dysic","mucky","plains",1,1.5,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"94AA dry typic alluvial floodplain","JACK PINE-RED PINE FOREST","94AA","dry","typic","alluvial","floodplain",4,2.2,0,25,25,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"94AA dry typic alluvial floodplain","WHITE PINE-RED PINE FOREST","94AA","dry","typic","alluvial","floodplain",2,1.1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9
"94AA moist dysic sandy plains","PINE BARRENS","94AA","moist","dysic","sandy","plains",4,0.6,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4
"94AA moist typic alluvial floodplain","PINE BARRENS","94AA","moist","typic","alluvial","floodplain",4,2.1,75,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"94AA wet dysic sandy plains","MIXED CONIFER SWAMP","94AA","wet","dysic","sandy","plains",4,66.7,0,25,0,0,0,0,0,0,0,50,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
"94AA dry super spodic sandy plains","SHRUB SWAMP/EMERGENT MARSH","94AA","dry","super spodic","sandy","plains",2,0.1,0,0,0,50,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"94AA wet dysic sandy plains","HEMLOCK-WHITE PINE FOREST","94AA","wet","dysic","sandy","plains",2,33.3,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"94AA wet typic loamy plains","MIXED HARDWOOD SWAMP","94AA","wet","typic","loamy","plains",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"94AA wet typic alluvial floodplain","BLACK ASH SWAMP","94AA","wet","typic","alluvial","floodplain",4,3.3,0,0,0,0,0,0,0,0,0,25,50,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8
"94AA dry spodic sandy plains","MIXED HARDWOOD SWAMP","94AA","dry","spodic","sandy","plains",2,0,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"94AB wet typic alluvial floodplain","PINE BARRENS","94AB","wet","typic","alluvial","floodplain",2,0.6,50,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"94AB moist euic sandy plains","WET PRAIRIE","94AB","moist","euic","sandy","plains",2,0.2,50,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"94AB wet euic sandy plains","BLACK ASH SWAMP","94AB","wet","euic","sandy","plains",24,5.1,4.2,0,0,12.5,0,0,0,8.3,45.8,20.8,4.2,0,0,0,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4
"94AB wet euic sandy slopes","BEECH-SUGAR MAPLE-HEMLOCK FOREST","94AB","wet","euic","sandy","slopes",2,100,0,50,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"99B moist typic clayey plains","BEECH-SUGAR MAPLE-HEMLOCK FOREST","99B","moist","typic","clayey","plains",210,19.8,3.3,40,20.5,12.4,4.8,0,1.4,4.3,5.2,0,2.4,0,0,0.5,4.8,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,17.1
"94AB wet typic loamy plains","BLACK ASH SWAMP","94AB","wet","typic","loamy","plains",24,5.3,0,0,0,29.2,0,0,0,20.8,29.2,12.5,0,0,0,0,0,0,4.2,0,0,0,0,0,0,0,0,0,4.2,0,0,0,0,0,6.1
"94AB wet typic alluvial floodplain","BLACK ASH SWAMP","94AB","wet","typic","alluvial","floodplain",4,1.2,0,0,0,25,0,0,0,0,50,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4
"99B dry typic clayey plains","BEECH-SUGAR MAPLE-HEMLOCK FOREST","99B","dry","typic","clayey","plains",20,30.3,0,30,30,30,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.3
"99B dry typic loamy plains","BEECH-SUGAR MAPLE-HEMLOCK FOREST","99B","dry","typic","loamy","plains",80,16.5,3.8,37.5,38.8,16.2,0,0,0,0,1.2,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,16.3
"99B moist euic sandy plains","BEECH-SUGAR MAPLE-HEMLOCK FOREST","99B","moist","euic","sandy","plains",180,11.1,7.2,35.6,18.9,18.3,1.7,0,3.3,2.8,5.6,0,2.2,0,0,0,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.9
"99B wet typic clayey plains","BEECH-SUGAR MAPLE-HEMLOCK FOREST","99B","wet","typic","clayey","plains",18,5.1,11.1,16.7,11.1,33.3,5.6,0,0,5.6,11.1,0,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7
"94AB moist euic sandy plains","BEECH-SUGAR MAPLE FOREST","94AB","moist","euic","sandy","plains",2,0.2,0,0,50,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"94AB moist typic loamy plains","BEECH-SUGAR MAPLE FOREST","94AB","moist","typic","loamy","plains",2,0.1,0,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"99B wet typic clayey plains","BLACK ASH SWAMP","99B","wet","typic","clayey","plains",24,6.8,0,0,4.2,25,12.5,0,4.2,8.3,41.7,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5
"99B dry rich sandy plains","BEECH-SUGAR MAPLE-HEMLOCK FOREST","99B","dry","rich","sandy","plains",36,16.6,2.8,38.9,36.1,11.1,2.8,0,2.8,0,2.8,0,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.7
"99B wet euic mucky plains","BLACK ASH SWAMP","99B","wet","euic","mucky","plains",18,9.1,11.1,0,0,16.7,0,0,0,5.6,44.4,0,5.6,0,0,5.6,11.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1
"99B moist euic sandy plains","WHITE PINE-RED PINE FOREST","99B","moist","euic","sandy","plains",26,1.6,53.8,19.2,0,7.7,3.8,0,7.7,0,0,0,0,0,0,0,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,0,1.2
"96A dry spodic sandy plains","CEDAR SWAMP","96A","dry","spodic","sandy","plains",18,1.4,16.7,16.7,11.1,5.6,0,0,5.6,0,5.6,11.1,22.2,0,0,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6
"96A moist euic sandy plains","HEMLOCK-WHITE PINE FOREST","96A","moist","euic","sandy","plains",4,3.2,25,25,0,0,0,0,25,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1
"96A dry super spodic sandy slopes","HEMLOCK-WHITE PINE FOREST","96A","dry","super spodic","sandy","slopes",4,1,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6
"96A dry super spodic sandy slopes","WHITE PINE-RED PINE FOREST","96A","dry","super spodic","sandy","slopes",2,0.5,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6
"96A dry super spodic sandy slopes","MIXED PINE-OAK FOREST","96A","dry","super spodic","sandy","slopes",6,1.5,16.7,16.7,0,0,0,0,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6
"96A dry typic loamy slopes","MIXED PINE-OAK FOREST","96A","dry","typic","loamy","slopes",2,0.5,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"96A wet euic sandy plains","CEDAR SWAMP","96A","wet","euic","sandy","plains",11,18.6,9.1,0,0,0,0,0,0,0,0,45.5,27.3,9.1,0,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3
"96A moist euic mucky plains","HEMLOCK-WHITE PINE FOREST","96A","moist","euic","mucky","plains",2,2.8,0,0,50,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1
"96A moist euic sandy plains","WHITE PINE-RED PINE FOREST","96A","moist","euic","sandy","plains",2,1.6,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2
"96A dry super spodic sandy plains","MIXED PINE-OAK FOREST","96A","dry","super spodic","sandy","plains",2,0.1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3
